,gene_name,gene_id
17279,Olfr655,ENSMUSG00000051182.5
17280,Olfr656,ENSMUSG00000073924.5
17281,Olfr657,ENSMUSG00000073923.4
17282,Olfr658,ENSMUSG00000070421.4
17283,Olfr667,ENSMUSG00000056782.5
17284,Olfr671,ENSMUSG00000094531.3
17285,Olfr678,ENSMUSG00000073913.2
17286,Olfr689,ENSMUSG00000073907.3
17287,Olfr690,ENSMUSG00000050266.6
17288,Olfr691,ENSMUSG00000043948.2
17289,Olfr692,ENSMUSG00000073906.3
17290,Fam160a2,ENSMUSG00000044465.19
17291,Gm45885,ENSMUSG00000110366.1
17292,Cnga4,ENSMUSG00000030897.5
17293,Cckbr,ENSMUSG00000030898.15
17294,Cavin3,ENSMUSG00000037060.3
17295,Smpd1,ENSMUSG00000037049.9
17296,Apbb1,ENSMUSG00000037032.16
17297,Hpx,ENSMUSG00000030895.9
17298,Trim3,ENSMUSG00000036989.16
17299,Arfip2,ENSMUSG00000030881.15
17300,Timm10b,ENSMUSG00000089847.8
17301,Dnhd1,ENSMUSG00000030882.19
17302,Rrp8,ENSMUSG00000030888.14
17303,Ilk,ENSMUSG00000030890.16
17304,Taf10,ENSMUSG00000043866.11
17305,Tpp1,ENSMUSG00000030894.5
17306,Dchs1,ENSMUSG00000036862.15
17307,Mrpl17,ENSMUSG00000030879.10
17308,Gm4070,ENSMUSG00000078606.8
17309,Gm20663,ENSMUSG00000093378.2
17310,Gvin1,ENSMUSG00000045868.12
17311,Olfr694,ENSMUSG00000064223.4
17312,Olfr699,ENSMUSG00000096714.2
17313,Olfr704,ENSMUSG00000073900.5
17314,Olfr709-ps1,ENSMUSG00000062553.3
17315,Olfr6,ENSMUSG00000036647.5
17316,Olfr714,ENSMUSG00000049674.7
17317,Olfr716,ENSMUSG00000073896.5
17318,Syt9,ENSMUSG00000062542.11
17319,Olfml1,ENSMUSG00000051041.8
17320,Gm44773,ENSMUSG00000109374.1
17321,Ppfibp2,ENSMUSG00000036528.15
17322,Cyb5r2,ENSMUSG00000048065.8
17323,Olfr477,ENSMUSG00000096151.2
17324,Olfr478,ENSMUSG00000094426.3
17325,Olfr482,ENSMUSG00000059031.3
17326,Olfr506,ENSMUSG00000058244.4
17327,Olfr509,ENSMUSG00000049280.4
17328,Olfr512,ENSMUSG00000056946.4
17329,Nlrp10,ENSMUSG00000049709.4
17330,Eif3f,ENSMUSG00000031029.6
17331,Tub,ENSMUSG00000031028.14
17332,Ric3,ENSMUSG00000048330.14
17333,Lmo1,ENSMUSG00000036111.8
17334,Gm45024,ENSMUSG00000109001.1
17335,Stk33,ENSMUSG00000031027.15
17336,1700095J03Rik,ENSMUSG00000085407.1
17337,Trim66,ENSMUSG00000031026.15
17338,Rpl27a,ENSMUSG00000046364.14
17339,St5,ENSMUSG00000031024.13
17340,Gm44864,ENSMUSG00000109499.1
17341,Akip1,ENSMUSG00000031023.5
17342,BC051019,ENSMUSG00000031022.15
17343,Ascl3,ENSMUSG00000035951.2
17344,Tmem9b,ENSMUSG00000031021.13
17345,Nrip3,ENSMUSG00000034825.14
17346,Scube2,ENSMUSG00000007279.14
17347,Dennd5a,ENSMUSG00000035901.14
17348,Tmem41b,ENSMUSG00000047554.14
17349,1600010M07Rik,ENSMUSG00000101585.6
17350,Ipo7,ENSMUSG00000066232.4
17351,Zfp143,ENSMUSG00000061079.14
17352,Wee1,ENSMUSG00000031016.9
17353,Swap70,ENSMUSG00000031015.8
17354,Gm45515,ENSMUSG00000109799.1
17355,Sbf2,ENSMUSG00000038371.15
17356,Adm,ENSMUSG00000030790.15
17357,Ampd3,ENSMUSG00000005686.17
17358,Rnf141,ENSMUSG00000030788.16
17359,Lyve1,ENSMUSG00000030787.4
17360,Mrvi1,ENSMUSG00000005611.15
17361,Ctr9,ENSMUSG00000005609.16
17362,Eif4g2,ENSMUSG00000005610.17
17363,1700012D14Rik,ENSMUSG00000110424.1
17364,Galnt18,ENSMUSG00000038296.14
17365,Usp47,ENSMUSG00000059263.9
17366,Dkk3,ENSMUSG00000030772.6
17367,Mical2,ENSMUSG00000038244.14
17368,Parva,ENSMUSG00000030770.15
17369,Parvaos,ENSMUSG00000085049.1
17370,2310014F06Rik,ENSMUSG00000085945.3
17371,Tead1,ENSMUSG00000055320.17
17372,Rassf10,ENSMUSG00000098132.1
17373,Gm33586,ENSMUSG00000110207.1
17374,Arntl,ENSMUSG00000055116.8
17375,Btbd10,ENSMUSG00000038187.14
17376,Far1,ENSMUSG00000030759.16
17377,Spon1,ENSMUSG00000038156.16
17378,Rras2,ENSMUSG00000055723.6
17379,Copb1,ENSMUSG00000030754.9
17380,Psma1,ENSMUSG00000030751.18
17381,4933406I18Rik,ENSMUSG00000087475.3
17382,Pde3b,ENSMUSG00000030671.9
17383,Cyp2r1,ENSMUSG00000030670.16
17384,Calca,ENSMUSG00000030669.13
17385,Insc,ENSMUSG00000048782.15
17386,Gm45017,ENSMUSG00000108683.1
17387,Sox6,ENSMUSG00000051910.13
17388,Sox6os,ENSMUSG00000030664.3
17389,1110004F10Rik,ENSMUSG00000030663.12
17390,1700003G18Rik,ENSMUSG00000087621.7
17391,Plekha7,ENSMUSG00000045659.18
17392,Rps13,ENSMUSG00000090862.3
17393,Gm44777,ENSMUSG00000108738.1
17394,Pik3c2a,ENSMUSG00000030660.9
17395,AV356131,ENSMUSG00000108461.1
17396,Nucb2,ENSMUSG00000030659.14
17397,Gm45151,ENSMUSG00000108736.1
17398,4732496C06Rik,ENSMUSG00000108456.1
17399,Xylt1,ENSMUSG00000030657.11
17400,Rps15a,ENSMUSG00000008683.16
17401,Arl6ip1,ENSMUSG00000030654.9
17402,Smg1,ENSMUSG00000030655.15
17403,4930583K01Rik,ENSMUSG00000055159.7
17404,Syt17,ENSMUSG00000058420.8
17405,Itpripl2,ENSMUSG00000095115.2
17406,Coq7,ENSMUSG00000030652.11
17407,Tmc7,ENSMUSG00000042246.5
17408,B230311B06Rik,ENSMUSG00000109284.1
17409,Tmc5,ENSMUSG00000030650.18
17410,Gde1,ENSMUSG00000033917.15
17411,Ccp110,ENSMUSG00000033904.16
17412,Vps35l,ENSMUSG00000030982.19
17413,Knop1,ENSMUSG00000030980.17
17414,Iqck,ENSMUSG00000073856.11
17415,Gprc5b,ENSMUSG00000008734.9
17416,Gpr139,ENSMUSG00000066197.5
17417,Gp2,ENSMUSG00000030954.10
17418,Pdilt,ENSMUSG00000030968.3
17419,Acsm5,ENSMUSG00000030972.6
17420,Acsm2,ENSMUSG00000030945.17
17421,Acsm4,ENSMUSG00000047026.9
17422,Thumpd1,ENSMUSG00000030942.8
17423,Acsm3,ENSMUSG00000030935.15
17424,Eri2,ENSMUSG00000030929.17
17425,Rexo5,ENSMUSG00000030924.16
17426,Dcun1d3,ENSMUSG00000048787.13
17427,Lyrm1,ENSMUSG00000030922.12
17428,Dnah3,ENSMUSG00000052273.4
17429,Tmem159,ENSMUSG00000030917.13
17430,Zp2,ENSMUSG00000030911.7
17431,4930505K13Rik,ENSMUSG00000109414.1
17432,Anks4b,ENSMUSG00000030909.6
17433,Crym,ENSMUSG00000030905.5
17434,Uqcrc2,ENSMUSG00000030884.12
17435,Pdzd9,ENSMUSG00000030887.4
17436,9030407P20Rik,ENSMUSG00000097343.2
17437,Mosmo,ENSMUSG00000046096.7
17438,Vwa3a,ENSMUSG00000030889.14
17439,Eef2k,ENSMUSG00000035064.17
17440,Gm15774,ENSMUSG00000085118.2
17441,Polr3e,ENSMUSG00000030880.14
17442,Cdr2,ENSMUSG00000030878.11
17443,Mfsd13b,ENSMUSG00000030877.11
17444,Mettl9,ENSMUSG00000030876.7
17445,Igsf6,ENSMUSG00000035004.3
17446,Otoa,ENSMUSG00000034990.15
17447,Gm45079,ENSMUSG00000108627.1
17448,4933432K03Rik,ENSMUSG00000108811.1
17449,Usp31,ENSMUSG00000063317.7
17450,1700069B07Rik,ENSMUSG00000053081.3
17451,Cog7,ENSMUSG00000034951.10
17452,Gga2,ENSMUSG00000030872.14
17453,Ears2,ENSMUSG00000030871.11
17454,Ubfd1,ENSMUSG00000030870.12
17455,Ndufab1,ENSMUSG00000030869.11
17456,Palb2,ENSMUSG00000044702.13
17457,Dctn5,ENSMUSG00000030868.6
17458,Gm15489,ENSMUSG00000086942.1
17459,Plk1,ENSMUSG00000030867.7
17460,Ern2,ENSMUSG00000030866.8
17461,Chp2,ENSMUSG00000030865.4
17462,Prkcb,ENSMUSG00000052889.11
17463,Cacng3,ENSMUSG00000066189.9
17464,Rbbp6,ENSMUSG00000030779.16
17465,Gm45847,ENSMUSG00000109814.1
17466,Tnrc6a,ENSMUSG00000052707.8
17467,Slc5a11,ENSMUSG00000030769.15
17468,Arhgap17,ENSMUSG00000030766.15
17469,Lcmt1,ENSMUSG00000030763.7
17470,Zkscan2,ENSMUSG00000030757.13
17471,Gm27040,ENSMUSG00000098129.1
17472,Hs3st4,ENSMUSG00000078591.1
17473,3100003L05Rik,ENSMUSG00000086254.1
17474,4930571K23Rik,ENSMUSG00000090457.3
17475,Kdm8,ENSMUSG00000030752.8
17476,Nsmce1,ENSMUSG00000030750.13
17477,Il4ra,ENSMUSG00000030748.9
17478,Il21r,ENSMUSG00000030745.9
17479,Gtf3c1,ENSMUSG00000032777.9
17480,D430042O09Rik,ENSMUSG00000032743.15
17481,Gsg1l,ENSMUSG00000046182.8
17482,Xpo6,ENSMUSG00000000131.15
17483,1700123J17Rik,ENSMUSG00000108676.1
17484,Sbk1,ENSMUSG00000042978.11
17485,Gm30928,ENSMUSG00000108417.1
17486,Lat,ENSMUSG00000030742.7
17487,Spns1,ENSMUSG00000030741.15
17488,Nfatc2ip,ENSMUSG00000030722.7
17489,Rabep2,ENSMUSG00000030727.12
17490,Atp2a1,ENSMUSG00000030730.12
17491,Sh2b1,ENSMUSG00000030733.10
17492,Tufm,ENSMUSG00000073838.10
17493,Atxn2l,ENSMUSG00000032637.15
17494,Eif3c,ENSMUSG00000030738.11
17495,Cln3,ENSMUSG00000030720.16
17496,Apobr,ENSMUSG00000042759.12
17497,Il27,ENSMUSG00000044701.5
17498,Nupr1,ENSMUSG00000030717.9
17499,2510046G10Rik,ENSMUSG00000066175.2
17500,Sgf29,ENSMUSG00000030714.14
17501,Sult1a1,ENSMUSG00000030711.16
17502,Slx1b,ENSMUSG00000059772.12
17503,Bola2,ENSMUSG00000047721.8
17504,Coro1a,ENSMUSG00000030707.15
17505,4930448A20Rik,ENSMUSG00000108382.1
17506,Mapk3,ENSMUSG00000063065.13
17507,Gdpd3,ENSMUSG00000030703.8
17508,Gm9967,ENSMUSG00000055323.5
17509,Ypel3,ENSMUSG00000042675.15
17510,Tbx6,ENSMUSG00000030699.16
17511,Ppp4c,ENSMUSG00000030697.7
17512,Aldoa,ENSMUSG00000030695.16
17513,Fam57b,ENSMUSG00000058966.13
17514,Aldoa-1,ENSMUSG00000114515.2
17515,4930451I11Rik,ENSMUSG00000045989.4
17516,Gm44854,ENSMUSG00000108583.1
17517,Doc2a,ENSMUSG00000052301.14
17518,Ino80e,ENSMUSG00000030689.15
17519,Hirip3,ENSMUSG00000042606.9
17520,Taok2,ENSMUSG00000059981.12
17521,Tmem219,ENSMUSG00000060538.14
17522,Kctd13,ENSMUSG00000030685.5
17523,Asphd1,ENSMUSG00000046378.11
17524,Sez6l2,ENSMUSG00000030683.11
17525,Cdiptos,ENSMUSG00000097075.3
17526,Cdipt,ENSMUSG00000030682.4
17527,Mvp,ENSMUSG00000030681.18
17528,Pagr1a,ENSMUSG00000030680.6
17529,Gm42742,ENSMUSG00000107068.1
17530,Prrt2,ENSMUSG00000045114.10
17531,Maz,ENSMUSG00000030678.7
17532,Kif22,ENSMUSG00000030677.8
17533,Gm31749,ENSMUSG00000108617.1
17534,AI467606,ENSMUSG00000045165.6
17535,Qprt,ENSMUSG00000030674.5
17536,Spn,ENSMUSG00000051457.7
17537,Cd2bp2,ENSMUSG00000042502.10
17538,Tbc1d10b,ENSMUSG00000042492.12
17539,Mylpf,ENSMUSG00000030672.12
17540,Sept1,ENSMUSG00000000486.13
17541,Zfp553,ENSMUSG00000045598.10
17542,Zfp771,ENSMUSG00000054716.4
17543,Dctpp1,ENSMUSG00000042462.4
17544,Sephs2,ENSMUSG00000049091.6
17545,Gm31897,ENSMUSG00000108760.1
17546,Itgal,ENSMUSG00000030830.18
17547,Zfp768,ENSMUSG00000047371.7
17548,Zfp747,ENSMUSG00000054381.5
17549,9130019O22Rik,ENSMUSG00000030823.6
17550,E430018J23Rik,ENSMUSG00000078580.3
17551,Zfp764,ENSMUSG00000045757.6
17552,Zfp688,ENSMUSG00000045251.13
17553,Gm45184,ENSMUSG00000108483.1
17554,Zfp689,ENSMUSG00000048921.11
17555,B130055M24Rik,ENSMUSG00000086502.1
17556,Prr14,ENSMUSG00000030822.15
17557,Fbrs,ENSMUSG00000042423.9
17558,1700008J07Rik,ENSMUSG00000101225.1
17559,Srcap,ENSMUSG00000053877.12
17560,Gm28198,ENSMUSG00000101845.1
17561,Tmem265,ENSMUSG00000106715.3
17562,Phkg2,ENSMUSG00000030815.11
17563,Ccdc189,ENSMUSG00000057176.4
17564,Rnf40,ENSMUSG00000030816.8
17565,Gm44759,ENSMUSG00000108677.1
17566,Zfp629,ENSMUSG00000045639.14
17567,Bcl7c,ENSMUSG00000030814.17
17568,Ctf1,ENSMUSG00000042340.6
17569,Ctf2,ENSMUSG00000060034.5
17570,Fbxl19,ENSMUSG00000030811.14
17571,Orai3,ENSMUSG00000043964.14
17572,Setd1a,ENSMUSG00000042308.14
17573,Hsd3b7,ENSMUSG00000042289.11
17574,Stx1b,ENSMUSG00000030806.6
17575,Stx4a,ENSMUSG00000030805.14
17576,Zfp668,ENSMUSG00000049728.14
17577,Zfp646,ENSMUSG00000049739.10
17578,Prss53,ENSMUSG00000044139.12
17579,Vkorc1,ENSMUSG00000096145.2
17580,Bckdk,ENSMUSG00000030802.14
17581,Kat8,ENSMUSG00000030801.10
17582,Prss8,ENSMUSG00000030800.10
17583,Prss36,ENSMUSG00000070371.11
17584,Fus,ENSMUSG00000030795.18
17585,Pycard,ENSMUSG00000030793.4
17586,Gm15533,ENSMUSG00000087530.2
17587,Itgam,ENSMUSG00000030786.18
17588,Itgax,ENSMUSG00000030789.9
17589,Cox6a2,ENSMUSG00000030785.8
17590,9130023H24Rik,ENSMUSG00000062944.4
17591,Armc5,ENSMUSG00000042178.6
17592,Tgfb1i1,ENSMUSG00000030782.16
17593,BC017158,ENSMUSG00000030780.15
17594,Rgs10,ENSMUSG00000030844.11
17595,Tial1,ENSMUSG00000030846.15
17596,Gm32816,ENSMUSG00000108668.1
17597,Bag3,ENSMUSG00000030847.8
17598,Gm45121,ENSMUSG00000108795.1
17599,Inpp5f,ENSMUSG00000042105.18
17600,Mcmbp,ENSMUSG00000048170.14
17601,Gm44672,ENSMUSG00000108720.1
17602,Sec23ip,ENSMUSG00000055319.8
17603,Plpp4,ENSMUSG00000070366.5
17604,Gm33027,ENSMUSG00000108713.1
17605,Wdr11,ENSMUSG00000042055.13
17606,Fgfr2,ENSMUSG00000030849.18
17607,Ate1,ENSMUSG00000030850.17
17608,Nsmce4a,ENSMUSG00000040331.16
17609,Tacc2,ENSMUSG00000030852.17
17610,Btbd16,ENSMUSG00000040298.6
17611,Gm5602,ENSMUSG00000086108.2
17612,Plekha1,ENSMUSG00000040268.17
17613,Htra1,ENSMUSG00000006205.13
17614,2310057M21Rik,ENSMUSG00000040177.10
17615,Pstk,ENSMUSG00000063179.13
17616,Ikzf5,ENSMUSG00000040167.16
17617,Acadsb,ENSMUSG00000030861.15
17618,Bub3,ENSMUSG00000066979.6
17619,Cpxm2,ENSMUSG00000030862.13
17620,Chst15,ENSMUSG00000030930.14
17621,Oat,ENSMUSG00000030934.9
17622,Lhpp,ENSMUSG00000030946.13
17623,Fam53b,ENSMUSG00000030956.15
17624,Eef1akmt2,ENSMUSG00000030960.16
17625,Abraxas2,ENSMUSG00000030965.19
17626,1500002F19Rik,ENSMUSG00000097595.2
17627,Zranb1,ENSMUSG00000030967.15
17628,Ctbp2,ENSMUSG00000030970.16
17629,4930483O08Rik,ENSMUSG00000109816.1
17630,Edrf1,ENSMUSG00000039990.16
17631,Mmp21,ENSMUSG00000030981.9
17632,Uros,ENSMUSG00000030979.13
17633,Bccip,ENSMUSG00000030983.4
17634,Dhx32,ENSMUSG00000030986.13
17635,Gm45670,ENSMUSG00000109635.1
17636,Fank1,ENSMUSG00000053111.13
17637,Adam12,ENSMUSG00000054555.11
17638,D7Ertd443e,ENSMUSG00000030994.16
17639,Dock1,ENSMUSG00000058325.6
17640,Insyn2a,ENSMUSG00000073805.5
17641,Nps,ENSMUSG00000073804.5
17642,Gm36356,ENSMUSG00000109598.1
17643,Ptpre,ENSMUSG00000041836.10
17644,5830432E09Rik,ENSMUSG00000097471.8
17645,Mki67,ENSMUSG00000031004.8
17646,C030029H02Rik,ENSMUSG00000110027.1
17647,Mgmt,ENSMUSG00000054612.4
17648,Ebf3,ENSMUSG00000010476.14
17649,9430038I01Rik,ENSMUSG00000040139.14
17650,Glrx3,ENSMUSG00000031068.8
17651,Gm45397,ENSMUSG00000109973.1
17652,Tcerg1l,ENSMUSG00000091002.2
17653,Mapk1ip1,ENSMUSG00000041775.7
17654,Ppp2r2d,ENSMUSG00000041769.13
17655,Bnip3,ENSMUSG00000078566.8
17656,Jakmip3,ENSMUSG00000056856.13
17657,Dpysl4,ENSMUSG00000025478.15
17658,Stk32c,ENSMUSG00000015981.12
17659,Lrrc27,ENSMUSG00000015980.14
17660,Pwwp2b,ENSMUSG00000060260.13
17661,Inpp5a,ENSMUSG00000025477.14
17662,Nkx6-2,ENSMUSG00000041309.17
17663,Cfap46,ENSMUSG00000049571.18
17664,Adgra1,ENSMUSG00000025475.17
17665,Kndc1,ENSMUSG00000066129.15
17666,Utf1,ENSMUSG00000047751.9
17667,Gm16201,ENSMUSG00000086742.8
17668,6430531B16Rik,ENSMUSG00000073795.11
17669,Adam8,ENSMUSG00000025473.16
17670,Tubgcp2,ENSMUSG00000025474.9
17671,Zfp511,ENSMUSG00000025470.11
17672,Msx3,ENSMUSG00000025469.10
17673,Caly,ENSMUSG00000025468.15
17674,Fuom,ENSMUSG00000025466.19
17675,Echs1,ENSMUSG00000025465.13
17676,Paox,ENSMUSG00000025464.15
17677,Mtg1,ENSMUSG00000039018.15
17678,Sprn,ENSMUSG00000045733.7
17679,Olfr532,ENSMUSG00000063823.2
17680,Olfr536,ENSMUSG00000052508.10
17681,Olfr46,ENSMUSG00000093942.3
17682,Olfr539,ENSMUSG00000059136.4
17683,Olfr45,ENSMUSG00000066122.6
17684,Cyp2e1,ENSMUSG00000025479.9
17685,Syce1,ENSMUSG00000025480.5
17686,Zfp941,ENSMUSG00000060314.13
17687,Urah,ENSMUSG00000025481.12
17688,Scgb1c1,ENSMUSG00000038801.6
17689,Odf3,ENSMUSG00000025482.11
17690,Bet1l,ENSMUSG00000025484.9
17691,Ric8a,ENSMUSG00000025485.13
17692,Sirt3,ENSMUSG00000025486.17
17693,Psmd13,ENSMUSG00000025487.15
17694,Cox8b,ENSMUSG00000025488.9
17695,BC024386,ENSMUSG00000109628.1
17696,Nlrp6,ENSMUSG00000038745.15
17697,Pgghg,ENSMUSG00000062031.13
17698,Ifitm5,ENSMUSG00000025489.5
17699,Ifitm2,ENSMUSG00000060591.9
17700,Ifitm1,ENSMUSG00000025491.14
17701,Ifitm3,ENSMUSG00000025492.6
17702,Ifitm6,ENSMUSG00000059108.4
17703,B4galnt4,ENSMUSG00000055629.5
17704,Pkp3,ENSMUSG00000054065.12
17705,Sigirr,ENSMUSG00000025494.8
17706,Ptdss2,ENSMUSG00000025495.15
17707,Rnh1,ENSMUSG00000038650.15
17708,Hras,ENSMUSG00000025499.18
17709,Lrrc56,ENSMUSG00000038637.15
17710,Lmntd2,ENSMUSG00000025500.12
17711,Rassf7,ENSMUSG00000038618.12
17712,Phrf1,ENSMUSG00000038611.17
17713,Irf7,ENSMUSG00000025498.15
17714,Cdhr5,ENSMUSG00000025497.15
17715,Sct,ENSMUSG00000038580.13
17716,Drd4,ENSMUSG00000025496.5
17717,Deaf1,ENSMUSG00000058886.9
17718,Tmem80,ENSMUSG00000025505.16
17719,Eps8l2,ENSMUSG00000025504.14
17720,B230206H07Rik,ENSMUSG00000086844.1
17721,Taldo1,ENSMUSG00000025503.5
17722,Gatd1,ENSMUSG00000051007.15
17723,Cend1,ENSMUSG00000060240.12
17724,Slc25a22,ENSMUSG00000019082.18
17725,Pidd1,ENSMUSG00000025507.13
17726,Rplp2,ENSMUSG00000025508.13
17727,Pnpla2,ENSMUSG00000025509.15
17728,Cracr2b,ENSMUSG00000048200.12
17729,Gm10575,ENSMUSG00000073787.4
17730,Cd151,ENSMUSG00000025510.14
17731,Polr2l,ENSMUSG00000038489.8
17732,Tspan4,ENSMUSG00000025511.14
17733,Chid1,ENSMUSG00000025512.15
17734,Ap2a2,ENSMUSG00000002957.11
17735,Muc6,ENSMUSG00000048191.15
17736,Muc2,ENSMUSG00000025515.15
17737,Muc5b,ENSMUSG00000066108.7
17738,Tollip,ENSMUSG00000025139.14
17739,Gm20501,ENSMUSG00000092536.2
17740,Brsk2,ENSMUSG00000053046.16
17741,Mob2,ENSMUSG00000025147.7
17742,Dusp8,ENSMUSG00000037887.11
17743,Gm32786,ENSMUSG00000109958.1
17744,Gm45889,ENSMUSG00000109936.1
17745,Ifitm10,ENSMUSG00000045777.14
17746,Ctsd,ENSMUSG00000007891.16
17747,Tnni2,ENSMUSG00000031097.15
17748,Lsp1,ENSMUSG00000018819.10
17749,Tnnt3,ENSMUSG00000061723.18
17750,Mrpl23,ENSMUSG00000037772.13
17751,H19,ENSMUSG00000000031.16
17752,Gm33148,ENSMUSG00000110125.1
17753,Igf2,ENSMUSG00000048583.16
17754,Igf2os,ENSMUSG00000086266.1
17755,Gm39117,ENSMUSG00000108952.1
17756,Th,ENSMUSG00000000214.11
17757,Ascl2,ENSMUSG00000009248.6
17758,Tspan32os,ENSMUSG00000052281.14
17759,Tspan32,ENSMUSG00000000244.17
17760,R74862,ENSMUSG00000059277.12
17761,Cd81,ENSMUSG00000037706.17
17762,Trpm5,ENSMUSG00000009246.14
17763,Tssc4,ENSMUSG00000045752.13
17764,Kcnq1,ENSMUSG00000009545.14
17765,Kcnq1ot1,ENSMUSG00000101609.2
17766,Cdkn1c,ENSMUSG00000037664.13
17767,Slc22a18,ENSMUSG00000000154.16
17768,Phlda2,ENSMUSG00000010760.5
17769,Nap1l4,ENSMUSG00000059119.9
17770,Cars,ENSMUSG00000010755.17
17771,Gm15579,ENSMUSG00000086828.1
17772,Tnfrsf26,ENSMUSG00000045362.8
17773,Tnfrsf22,ENSMUSG00000010751.15
17774,Osbpl5,ENSMUSG00000037606.18
17775,Mrgpre,ENSMUSG00000048965.9
17776,Nadsyn1,ENSMUSG00000031090.14
17777,Dhcr7,ENSMUSG00000058454.15
17778,Shank2,ENSMUSG00000037541.21
17779,Cttn,ENSMUSG00000031078.15
17780,Ppfia1,ENSMUSG00000037519.17
17781,Fadd,ENSMUSG00000031077.7
17782,Ano1,ENSMUSG00000031075.19
17783,Fgf3,ENSMUSG00000031074.14
17784,Gm26793,ENSMUSG00000096999.1
17785,Bc1,ENSMUSG00000115783.1
17786,LTO1,ENSMUSG00000031072.14
17787,Ccnd1,ENSMUSG00000070348.5
17788,Tpcn2,ENSMUSG00000048677.9
17789,Mrgprf,ENSMUSG00000031070.15
17790,Insr,ENSMUSG00000005534.10
17791,Arhgef18,ENSMUSG00000004568.13
17792,Pex11g,ENSMUSG00000069633.12
17793,Tex45,ENSMUSG00000040340.13
17794,Zfp358,ENSMUSG00000047264.8
17795,Mcoln1,ENSMUSG00000004567.16
17796,Pnpla6,ENSMUSG00000004565.15
17797,C330021F23Rik,ENSMUSG00000065952.13
17798,Camsap3,ENSMUSG00000044433.16
17799,Xab2,ENSMUSG00000019470.12
17800,Pet100,ENSMUSG00000087687.3
17801,Stxbp2,ENSMUSG00000004626.14
17802,Retn,ENSMUSG00000012705.16
17803,Mcemp1,ENSMUSG00000013974.3
17804,Fcor,ENSMUSG00000089665.2
17805,Gm39121,ENSMUSG00000109277.1
17806,Gm45231,ENSMUSG00000108888.1
17807,Trappc5,ENSMUSG00000040236.4
17808,Fcer2a,ENSMUSG00000005540.10
17809,Cd209a,ENSMUSG00000031494.7
17810,Cd209d,ENSMUSG00000031495.8
17811,Cd209b,ENSMUSG00000065987.12
17812,Cd209f,ENSMUSG00000051906.15
17813,Cd209g,ENSMUSG00000079168.4
17814,4932443L11Rik,ENSMUSG00000086805.9
17815,Evi5l,ENSMUSG00000011832.15
17816,Prr36,ENSMUSG00000064125.14
17817,Lrrc8e,ENSMUSG00000046589.7
17818,Map2k7,ENSMUSG00000002948.19
17819,Tgfbr3l,ENSMUSG00000089736.2
17820,Snapc2,ENSMUSG00000011837.4
17821,Ctxn1,ENSMUSG00000048644.8
17822,Timm44,ENSMUSG00000002949.15
17823,Elavl1,ENSMUSG00000040028.10
17824,Ccl25,ENSMUSG00000023235.14
17825,Cers4,ENSMUSG00000008206.16
17826,Zfp958,ENSMUSG00000058748.9
17827,Gm6410,ENSMUSG00000097308.1
17828,Shcbp1,ENSMUSG00000022322.8
17829,Gm28262,ENSMUSG00000099890.2
17830,Gm31135,ENSMUSG00000109127.1
17831,Gm45075,ENSMUSG00000109436.1
17832,Efnb2,ENSMUSG00000001300.16
17833,4921522P10Rik,ENSMUSG00000040467.1
17834,Arglu1,ENSMUSG00000040459.11
17835,Gm44516,ENSMUSG00000109124.1
17836,Fam155a,ENSMUSG00000079157.4
17837,Lig4,ENSMUSG00000049717.9
17838,Abhd13,ENSMUSG00000040396.12
17839,Tnfsf13b,ENSMUSG00000031497.9
17840,Myo16,ENSMUSG00000039057.11
17841,Gm39129,ENSMUSG00000109271.1
17842,Gm32540,ENSMUSG00000108961.1
17843,Gm2814,ENSMUSG00000109291.1
17844,4833411C07Rik,ENSMUSG00000109089.1
17845,3930402G23Rik,ENSMUSG00000038917.4
17846,Gm44956,ENSMUSG00000109508.1
17847,Irs2,ENSMUSG00000038894.7
17848,9530052E02Rik,ENSMUSG00000096938.7
17849,B830042I05Rik,ENSMUSG00000108847.1
17850,Col4a1,ENSMUSG00000031502.11
17851,Col4a2,ENSMUSG00000031503.13
17852,Gm15419,ENSMUSG00000084783.1
17853,Rab20,ENSMUSG00000031504.6
17854,E230013L22Rik,ENSMUSG00000096957.1
17855,Naxd,ENSMUSG00000031505.11
17856,Cars2,ENSMUSG00000056228.10
17857,Ing1,ENSMUSG00000045969.8
17858,Ankrd10,ENSMUSG00000031508.14
17859,1700016D06Rik,ENSMUSG00000031509.10
17860,Arhgef7,ENSMUSG00000031511.15
17861,Tex29,ENSMUSG00000031512.15
17862,Gm39132,ENSMUSG00000109772.1
17863,B020031H02Rik,ENSMUSG00000109995.1
17864,A230072I06Rik,ENSMUSG00000074473.1
17865,Gm29175,ENSMUSG00000101899.1
17866,Gm33175,ENSMUSG00000110412.1
17867,Sox1ot,ENSMUSG00000047935.17
17868,Gm33326,ENSMUSG00000109921.1
17869,4933439N14Rik,ENSMUSG00000109582.1
17870,D630011A20Rik,ENSMUSG00000097421.2
17871,Spaca7,ENSMUSG00000010435.7
17872,Tubgcp3,ENSMUSG00000000759.14
17873,4931415C17Rik,ENSMUSG00000054910.5
17874,Atp11a,ENSMUSG00000031441.15
17875,Gm15350,ENSMUSG00000084780.7
17876,Mcf2l,ENSMUSG00000031442.21
17877,Gm15353,ENSMUSG00000079146.2
17878,Gm15351,ENSMUSG00000086770.1
17879,F7,ENSMUSG00000031443.7
