,gene_name,gene_id
12334,Slc6a17,ENSMUSG00000027894.14
12335,Ubl4b,ENSMUSG00000055891.7
12336,Alx3,ENSMUSG00000014603.3
12337,Strip1,ENSMUSG00000014601.13
12338,Ahcyl1,ENSMUSG00000027893.14
12339,Csf1,ENSMUSG00000014599.10
12340,Eps8l3,ENSMUSG00000040600.9
12341,4933431E20Rik,ENSMUSG00000086968.8
12342,Gstm5,ENSMUSG00000004032.10
12343,Gstm7,ENSMUSG00000004035.12
12344,Gstm6,ENSMUSG00000068762.11
12345,Gstm3,ENSMUSG00000004038.9
12346,Gstm2,ENSMUSG00000040562.12
12347,Gstm1,ENSMUSG00000058135.12
12348,Gm12498,ENSMUSG00000087357.1
12349,Gstm4,ENSMUSG00000027890.17
12350,Ampd2,ENSMUSG00000027889.17
12351,Gm12500,ENSMUSG00000056411.2
12352,Gnat2,ENSMUSG00000009108.15
12353,Gnai3,ENSMUSG00000000001.4
12354,Gpr61,ENSMUSG00000046793.8
12355,Gm12524,ENSMUSG00000085318.1
12356,Amigo1,ENSMUSG00000050947.9
12357,Cyb561d1,ENSMUSG00000048796.7
12358,Atxn7l2,ENSMUSG00000048997.17
12359,Sypl2,ENSMUSG00000027887.11
12360,Gm40123,ENSMUSG00000105961.1
12361,1700010K24Rik,ENSMUSG00000085102.1
12362,Psma5,ENSMUSG00000068749.9
12363,Gm12523,ENSMUSG00000084863.1
12364,Sort1,ENSMUSG00000068747.14
12365,Gm12525,ENSMUSG00000078601.4
12366,Mybphl,ENSMUSG00000068745.6
12367,Gm12522,ENSMUSG00000074281.3
12368,Psrc1,ENSMUSG00000068744.12
12369,Celsr2,ENSMUSG00000068740.13
12370,Sars,ENSMUSG00000068739.13
12371,5330417C22Rik,ENSMUSG00000040412.16
12372,1700013F07Rik,ENSMUSG00000027886.7
12373,Tmem167b,ENSMUSG00000068732.5
12374,Taf13,ENSMUSG00000048100.13
12375,Wdr47,ENSMUSG00000040389.15
12376,Clcc1,ENSMUSG00000027884.16
12377,Gpsm2,ENSMUSG00000027883.15
12378,Stxbp3,ENSMUSG00000027882.18
12379,Fndc7,ENSMUSG00000045326.13
12380,Prpf38b,ENSMUSG00000027881.14
12381,Henmt1,ENSMUSG00000045662.17
12382,Fam102b,ENSMUSG00000040339.10
12383,Slc25a54,ENSMUSG00000027880.6
12384,Gm19391,ENSMUSG00000105139.1
12385,Slc25a24,ENSMUSG00000040322.10
12386,Vav3,ENSMUSG00000033721.16
12387,Ntng1,ENSMUSG00000059857.15
12388,Prmt6,ENSMUSG00000049300.11
12389,C130013H08Rik,ENSMUSG00000105509.1
12390,Amy1,ENSMUSG00000074264.12
12391,Rnpc3,ENSMUSG00000027981.14
12392,Col11a1,ENSMUSG00000027966.20
12393,Olfm3,ENSMUSG00000027965.15
12394,S1pr1,ENSMUSG00000045092.8
12395,Gm9889,ENSMUSG00000052769.7
12396,A930005H10Rik,ENSMUSG00000054426.11
12397,Dph5,ENSMUSG00000033554.17
12398,Slc30a7,ENSMUSG00000054414.4
12399,Extl2,ENSMUSG00000027963.14
12400,Vcam1,ENSMUSG00000027962.14
12401,Gm43109,ENSMUSG00000104653.1
12402,Gpr88,ENSMUSG00000068696.6
12403,Cdc14a,ENSMUSG00000033502.15
12404,Rtca,ENSMUSG00000000339.14
12405,Dbt,ENSMUSG00000000340.10
12406,Lrrc39,ENSMUSG00000027961.7
12407,Trmt13,ENSMUSG00000033439.12
12408,Sass6,ENSMUSG00000027959.14
12409,Mfsd14a,ENSMUSG00000089911.4
12410,4930512P04Rik,ENSMUSG00000106125.1
12411,Slc35a3,ENSMUSG00000027957.13
12412,Agl,ENSMUSG00000033400.14
12413,Frrs1,ENSMUSG00000033386.10
12414,Palmd,ENSMUSG00000033377.14
12415,Plppr4,ENSMUSG00000044667.12
12416,Plppr5,ENSMUSG00000033342.14
12417,Snx7,ENSMUSG00000028007.13
12418,Gm26871,ENSMUSG00000097311.7
12419,Dpyd,ENSMUSG00000033308.16
12420,Ptbp2,ENSMUSG00000028134.11
12421,6530403H02Rik,ENSMUSG00000098097.7
12422,Rwdd3,ENSMUSG00000028133.17
12423,Tmem56,ENSMUSG00000028132.15
12424,Alg14,ENSMUSG00000039887.11
12425,Cnn3,ENSMUSG00000053931.11
12426,Slc44a3,ENSMUSG00000039865.8
12427,A730020M07Rik,ENSMUSG00000044522.8
12428,Gm43608,ENSMUSG00000106036.1
12429,Gm43607,ENSMUSG00000105767.1
12430,F3,ENSMUSG00000028128.13
12431,Abcd3,ENSMUSG00000028127.10
12432,Arhgap29,ENSMUSG00000039831.16
12433,Abca4,ENSMUSG00000028125.14
12434,Gclm,ENSMUSG00000028124.15
12435,Gm17494,ENSMUSG00000057359.7
12436,Dnttip2,ENSMUSG00000039756.12
12437,Bcar3,ENSMUSG00000028121.8
12438,Fnbp1l,ENSMUSG00000039735.16
12439,Gm43568,ENSMUSG00000106365.1
12440,Pde5a,ENSMUSG00000053965.10
12441,4930447N08Rik,ENSMUSG00000106583.1
12442,4933405D12Rik,ENSMUSG00000097852.5
12443,1810037I17Rik,ENSMUSG00000054091.9
12444,Usp53,ENSMUSG00000039701.11
12445,Myoz2,ENSMUSG00000028116.13
12446,Synpo2,ENSMUSG00000050315.14
12447,Sec24d,ENSMUSG00000039234.11
12448,Mettl14,ENSMUSG00000028114.16
12449,Prss12,ENSMUSG00000027978.9
12450,Snhg8,ENSMUSG00000104960.1
12451,Ndst3,ENSMUSG00000027977.15
12452,Tram1l1,ENSMUSG00000044528.5
12453,Ndst4,ENSMUSG00000027971.16
12454,Ugt8a,ENSMUSG00000032854.12
12455,Arsj,ENSMUSG00000046561.9
12456,Camk2d,ENSMUSG00000053819.16
12457,Ank2,ENSMUSG00000032826.18
12458,Gm16958,ENSMUSG00000097456.7
12459,Larp7,ENSMUSG00000027968.11
12460,Zgrf1,ENSMUSG00000051278.12
12461,Neurog2,ENSMUSG00000027967.8
12462,Alpk1,ENSMUSG00000028028.11
12463,Tifa,ENSMUSG00000046688.14
12464,Ap1ar,ENSMUSG00000074238.6
12465,Gm43653,ENSMUSG00000105447.1
12466,Gm35585,ENSMUSG00000105550.1
12467,Fam241a,ENSMUSG00000050549.8
12468,9830132P13Rik,ENSMUSG00000104763.1
12469,D030025E07Rik,ENSMUSG00000105816.4
12470,Enpep,ENSMUSG00000028024.14
12471,Gm35986,ENSMUSG00000105837.4
12472,Elovl6,ENSMUSG00000041220.10
12473,Egf,ENSMUSG00000028017.7
12474,6330410L21Rik,ENSMUSG00000105960.1
12475,Rrh,ENSMUSG00000028012.15
12476,Gar1,ENSMUSG00000028010.16
12477,Pla2g12a,ENSMUSG00000027999.15
12478,Casp6,ENSMUSG00000027997.9
12479,Mcub,ENSMUSG00000027994.14
12480,Sec24b,ENSMUSG00000001052.15
12481,Col25a1,ENSMUSG00000058897.18
12482,Etnppl,ENSMUSG00000019232.14
12483,Ostc,ENSMUSG00000041084.8
12484,Rpl34,ENSMUSG00000062006.12
12485,Gm42997,ENSMUSG00000105789.1
12486,Lef1os1,ENSMUSG00000106086.1
12487,Lef1,ENSMUSG00000027985.14
12488,Hadh,ENSMUSG00000027984.8
12489,Cyp2u1,ENSMUSG00000027983.13
12490,4930534D22Rik,ENSMUSG00000097761.1
12491,Sgms2,ENSMUSG00000050931.7
12492,Papss1,ENSMUSG00000028032.13
12493,Gm29865,ENSMUSG00000105331.1
12494,Dkk2,ENSMUSG00000028031.6
12495,Aimp1,ENSMUSG00000028029.11
12496,Tbck,ENSMUSG00000028030.12
12497,Gm29811,ENSMUSG00000106230.1
12498,Npnt,ENSMUSG00000040998.18
12499,Gstcd,ENSMUSG00000028018.15
12500,Ints12,ENSMUSG00000028016.9
12501,Arhgef38,ENSMUSG00000040969.14
12502,Gm43254,ENSMUSG00000105957.1
12503,Ppa2,ENSMUSG00000028013.16
12504,Tet2,ENSMUSG00000040943.12
12505,Gm42567,ENSMUSG00000105085.1
12506,Gm40153,ENSMUSG00000105952.1
12507,Gm26691,ENSMUSG00000097911.2
12508,Cxxc4,ENSMUSG00000044365.15
12509,Tacr3,ENSMUSG00000028172.5
12510,Cenpe,ENSMUSG00000045328.11
12511,Bdh2,ENSMUSG00000028167.15
12512,Slc9b2,ENSMUSG00000037994.14
12513,Slc9b1,ENSMUSG00000050150.16
12514,Cisd2,ENSMUSG00000028165.9
12515,4930539J05Rik,ENSMUSG00000097032.2
12516,Ube2d3,ENSMUSG00000078578.9
12517,Manba,ENSMUSG00000028164.15
12518,Nfkb1,ENSMUSG00000028163.17
12519,Slc39a8,ENSMUSG00000053897.15
12520,Bank1,ENSMUSG00000037922.13
12521,Ppp3ca,ENSMUSG00000028161.17
12522,Gm43357,ENSMUSG00000106398.1
12523,Emcn,ENSMUSG00000054690.17
12524,Ddit4l,ENSMUSG00000046818.7
12525,Gm21962,ENSMUSG00000094856.1
12526,Gm42610,ENSMUSG00000106122.1
12527,Gm43403,ENSMUSG00000105676.1
12528,H2afz,ENSMUSG00000037894.13
12529,Dnajb14,ENSMUSG00000074212.7
12530,Gm43689,ENSMUSG00000104675.1
12531,Lamtor3,ENSMUSG00000091512.5
12532,Dapp1,ENSMUSG00000028159.14
12533,Gm5105,ENSMUSG00000049349.3
12534,1110002E22Rik,ENSMUSG00000090066.2
12535,Mttp,ENSMUSG00000028158.14
12536,Trmt10a,ENSMUSG00000004127.12
12537,Adh1,ENSMUSG00000074207.10
12538,Adh5,ENSMUSG00000028138.8
12539,Metap1,ENSMUSG00000005813.12
12540,Eif4e,ENSMUSG00000028156.12
12541,Tspan5,ENSMUSG00000028152.10
12542,Rap1gds1,ENSMUSG00000028149.12
12543,Stpg2,ENSMUSG00000047940.13
12544,Gm15688,ENSMUSG00000089737.1
12545,Unc5c,ENSMUSG00000059921.15
12546,Bmpr1b,ENSMUSG00000052430.15
12547,Pdlim5,ENSMUSG00000028273.15
12548,Gbp5,ENSMUSG00000105504.4
12549,Gbp7,ENSMUSG00000040253.15
12550,Gbp3,ENSMUSG00000028268.14
12551,Gbp2b,ENSMUSG00000040264.10
12552,Gbp2,ENSMUSG00000028270.12
12553,Kyat3,ENSMUSG00000040213.13
12554,Gm15540,ENSMUSG00000086561.1
12555,Gtf2b,ENSMUSG00000028271.9
12556,Pkn2,ENSMUSG00000004591.16
12557,Gm43646,ENSMUSG00000106550.1
12558,Gm43613,ENSMUSG00000106162.1
12559,Gm43612,ENSMUSG00000105917.1
12560,Gm33651,ENSMUSG00000104939.1
12561,Lmo4,ENSMUSG00000028266.17
12562,Gm43447,ENSMUSG00000106266.1
12563,Hs2st1,ENSMUSG00000040151.9
12564,Selenof,ENSMUSG00000037072.15
12565,Sh3glb1,ENSMUSG00000037062.13
12566,Clca3a1,ENSMUSG00000056025.12
12567,Clca3a2,ENSMUSG00000028262.13
12568,Gm16233,ENSMUSG00000085773.3
12569,Clca4a,ENSMUSG00000068547.7
12570,Odf2l,ENSMUSG00000028256.16
12571,Col24a1,ENSMUSG00000028197.4
12572,Znhit6,ENSMUSG00000074182.8
12573,Ccn1,ENSMUSG00000028195.4
12574,Gm17501,ENSMUSG00000097183.2
12575,Ddah1,ENSMUSG00000028194.15
12576,Bcl10,ENSMUSG00000028191.11
12577,2410004B18Rik,ENSMUSG00000036873.13
12578,Syde2,ENSMUSG00000036863.12
12579,Wdr63,ENSMUSG00000043020.13
12580,Lpar3,ENSMUSG00000036832.5
12581,Gm10636,ENSMUSG00000105602.1
12582,Ssx2ip,ENSMUSG00000036825.12
12583,Ctbs,ENSMUSG00000028189.12
12584,Spata1,ENSMUSG00000028188.13
12585,Gng5,ENSMUSG00000068523.12
12586,Rpf1,ENSMUSG00000028187.10
12587,Uox,ENSMUSG00000028186.14
12588,Samd13,ENSMUSG00000048652.12
12589,Prkacb,ENSMUSG00000005034.15
12590,Ttll7,ENSMUSG00000036745.15
12591,Gm29771,ENSMUSG00000103334.1
12592,Gm36831,ENSMUSG00000106023.1
12593,Adgrl2,ENSMUSG00000028184.12
12594,Gm43573,ENSMUSG00000104786.1
12595,Gm43572,ENSMUSG00000105876.1
12596,Gm10287,ENSMUSG00000070342.3
12597,Gm30382,ENSMUSG00000106515.4
12598,4930555A03Rik,ENSMUSG00000106157.1
12599,Gm42949,ENSMUSG00000105401.1
12600,Adgrl4,ENSMUSG00000039167.12
12601,Ifi44,ENSMUSG00000028037.13
12602,Ifi44l,ENSMUSG00000039146.5
12603,Ptgfr,ENSMUSG00000028036.6
12604,Gipc2,ENSMUSG00000039131.15
12605,Dnajb4,ENSMUSG00000028035.13
12606,Fubp1,ENSMUSG00000028034.15
12607,Nexn,ENSMUSG00000039103.12
12608,Miga1,ENSMUSG00000054942.13
12609,Usp33,ENSMUSG00000025437.15
12610,Zzz3,ENSMUSG00000039068.16
12611,Ak5,ENSMUSG00000039058.11
12612,AI115009,ENSMUSG00000097745.1
12613,Pigk,ENSMUSG00000039047.17
12614,St6galnac5,ENSMUSG00000039037.5
12615,1700094M23Rik,ENSMUSG00000105337.4
12616,St6galnac3,ENSMUSG00000052544.9
12617,5730460C07Rik,ENSMUSG00000062046.1
12618,Asb17,ENSMUSG00000038997.4
12619,Msh4,ENSMUSG00000005493.15
12620,Rabggtb,ENSMUSG00000038975.14
12621,Gm43400,ENSMUSG00000105820.1
12622,Acadm,ENSMUSG00000062908.12
12623,Slc44a5,ENSMUSG00000028360.9
12624,Tyw3,ENSMUSG00000047583.9
12625,Cryz,ENSMUSG00000028199.18
12626,Gm38139,ENSMUSG00000103204.1
12627,Erich3,ENSMUSG00000078161.8
12628,Fpgt,ENSMUSG00000053870.7
12629,Lrriq3,ENSMUSG00000028182.14
12630,4930570G19Rik,ENSMUSG00000085084.7
12631,Negr1,ENSMUSG00000040037.13
12632,Gm15577,ENSMUSG00000086708.1
12633,4930592C13Rik,ENSMUSG00000105834.1
12634,Zranb2,ENSMUSG00000028180.18
12635,Ptger3,ENSMUSG00000040016.16
12636,Gm33466,ENSMUSG00000106632.1
12637,Cth,ENSMUSG00000028179.12
12638,1810013D15Rik,ENSMUSG00000028177.13
12639,Ankrd13c,ENSMUSG00000039988.14
12640,Srsf11,ENSMUSG00000055436.18
12641,Lrrc40,ENSMUSG00000063052.9
12642,B230334C09Rik,ENSMUSG00000104597.1
12643,Lrrc7,ENSMUSG00000028176.13
12644,Depdc1a,ENSMUSG00000028175.15
12645,Rpe65,ENSMUSG00000028174.12
12646,Wls,ENSMUSG00000028173.10
12647,AI838599,ENSMUSG00000085180.1
12648,Tmem68,ENSMUSG00000028232.13
12649,Tgs1,ENSMUSG00000028233.6
12650,Lyn,ENSMUSG00000042228.14
12651,Rps20,ENSMUSG00000028234.6
12652,Plag1,ENSMUSG00000003282.9
12653,Chchd7,ENSMUSG00000042198.12
12654,Gm11808,ENSMUSG00000068240.5
12655,Penk,ENSMUSG00000045573.9
12656,A830012C17Rik,ENSMUSG00000085996.1
12657,Impad1,ENSMUSG00000066324.2
12658,Fam110b,ENSMUSG00000049119.14
12659,Ubxn2b,ENSMUSG00000028243.5
12660,Cyp7a1,ENSMUSG00000028240.2
12661,4930430E12Rik,ENSMUSG00000085295.7
12662,Sdcbp,ENSMUSG00000028249.15
12663,Nsmaf,ENSMUSG00000028245.15
12664,Tox,ENSMUSG00000041272.11
12665,Car8,ENSMUSG00000041261.9
12666,Rab2a,ENSMUSG00000047187.9
12667,Chd7,ENSMUSG00000041235.12
12668,Clvs1,ENSMUSG00000041216.15
12669,Asph,ENSMUSG00000028207.18
12670,4930412C18Rik,ENSMUSG00000085558.7
12671,Gdf6,ENSMUSG00000051279.2
12672,2610301B20Rik,ENSMUSG00000059482.15
12673,Plekhf2,ENSMUSG00000049969.3
12674,Ndufaf6,ENSMUSG00000050323.14
12675,Gm11827,ENSMUSG00000086765.7
12676,Trp53inp1,ENSMUSG00000028211.11
12677,Ccne2,ENSMUSG00000028212.16
12678,Ints8,ENSMUSG00000040738.10
12679,Dpy19l4,ENSMUSG00000045205.16
12680,Esrp1,ENSMUSG00000040728.15
12681,Virma,ENSMUSG00000040720.15
12682,Rad54b,ENSMUSG00000078773.11
12683,Fsbp,ENSMUSG00000094595.1
12684,Gem,ENSMUSG00000028214.13
12685,Cdh17,ENSMUSG00000028217.11
12686,Pdp1,ENSMUSG00000049225.14
12687,1700123M08Rik,ENSMUSG00000085614.1
12688,Gm11840,ENSMUSG00000085027.1
12689,Gm11842,ENSMUSG00000085467.1
12690,Tmem67,ENSMUSG00000049488.14
12691,Rbm12b2,ENSMUSG00000052137.11
12692,Rbm12b1,ENSMUSG00000046667.14
12693,Fam92a,ENSMUSG00000028218.19
12694,Triqk,ENSMUSG00000055963.12
12695,Runx1t1,ENSMUSG00000006586.15
12696,Gm11823,ENSMUSG00000086927.1
12697,Slc26a7,ENSMUSG00000040569.13
12698,Lrrc69,ENSMUSG00000023151.9
12699,Otud6b,ENSMUSG00000040550.17
12700,Pip4p2,ENSMUSG00000028221.3
12701,Gm11837,ENSMUSG00000086587.7
12702,Necab1,ENSMUSG00000040536.15
12703,Tmem64,ENSMUSG00000043252.8
12704,Calb1,ENSMUSG00000028222.2
12705,Decr1,ENSMUSG00000028223.8
12706,Nbn,ENSMUSG00000028224.14
12707,Osgin2,ENSMUSG00000041153.9
12708,Ripk2,ENSMUSG00000041135.15
12709,A530072M11Rik,ENSMUSG00000085112.1
12710,Gm11851,ENSMUSG00000085478.1
12711,Mmp16,ENSMUSG00000028226.15
12712,Cpne3,ENSMUSG00000028228.5
12713,Rmdn1,ENSMUSG00000028229.11
12714,Gm12353,ENSMUSG00000078772.2
12715,Wwp1,ENSMUSG00000041058.15
12716,Ttpa,ENSMUSG00000073988.13
12717,Ggh,ENSMUSG00000073987.4
12718,Nkain3,ENSMUSG00000055761.14
12719,Prdm13,ENSMUSG00000040478.14
12720,Ccnc,ENSMUSG00000028252.20
12721,Tstd3,ENSMUSG00000028251.5
12722,Usp45,ENSMUSG00000040455.17
12723,Pnisr,ENSMUSG00000028248.15
12724,Coq3,ENSMUSG00000028247.2
12725,Faxc,ENSMUSG00000028246.13
12726,Fbxl4,ENSMUSG00000040410.14
12727,Pou3f2,ENSMUSG00000095139.2
12728,Gm30731,ENSMUSG00000107859.1
12729,Gm11884,ENSMUSG00000087098.1
12730,Gm28448,ENSMUSG00000100395.1
12731,Gm27243,ENSMUSG00000099150.1
12732,Mms22l,ENSMUSG00000045751.16
12733,Klhl32,ENSMUSG00000040387.16
12734,Gm11899,ENSMUSG00000087399.1
12735,Ndufaf4,ENSMUSG00000028261.13
12736,C230012O17Rik,ENSMUSG00000046219.9
12737,Gpr63,ENSMUSG00000040372.2
12738,Gm11906,ENSMUSG00000085885.1
12739,Ufl1,ENSMUSG00000040359.14
12740,Fut9,ENSMUSG00000055373.8
12741,Manea,ENSMUSG00000040520.7
12742,Epha7,ENSMUSG00000028289.12
12743,Map3k7,ENSMUSG00000028284.13
12744,Bach2,ENSMUSG00000040270.16
12745,Bach2it1,ENSMUSG00000087049.1
12746,Bach2os,ENSMUSG00000086150.1
12747,Casp8ap2,ENSMUSG00000028282.12
12748,Mdn1,ENSMUSG00000058006.12
12749,Lyrm2,ENSMUSG00000045854.4
12750,Ankrd6,ENSMUSG00000040183.13
12751,Rragd,ENSMUSG00000028278.14
12752,4933421O10Rik,ENSMUSG00000085037.1
12753,Ube2j1,ENSMUSG00000028277.13
12754,Gabrr2,ENSMUSG00000023267.10
12755,Gabrr1,ENSMUSG00000028280.9
12756,Pm20d2,ENSMUSG00000054659.13
12757,Srsf12,ENSMUSG00000054679.8
12758,Pnrc1,ENSMUSG00000040128.9
12759,Gm11934,ENSMUSG00000086127.1
12760,Rngtt,ENSMUSG00000028274.17
12761,Cnr1,ENSMUSG00000044288.6
12762,Spaca1,ENSMUSG00000028264.16
12763,Akirin2,ENSMUSG00000028291.7
12764,Orc3,ENSMUSG00000040044.11
12765,Rars2,ENSMUSG00000028292.14
12766,Slc35a1,ENSMUSG00000028293.14
12767,Cfap206,ENSMUSG00000028294.15
12768,Gm136,ENSMUSG00000071015.2
12769,Smim8,ENSMUSG00000028295.14
12770,Zfp292,ENSMUSG00000039967.14
12771,Mob3b,ENSMUSG00000073910.10
12772,C9orf72,ENSMUSG00000028300.14
12773,Gm12367,ENSMUSG00000084828.1
12774,Lingo2,ENSMUSG00000045083.14
12775,Aco1,ENSMUSG00000028405.9
12776,Ddx58,ENSMUSG00000040296.15
12777,Topors,ENSMUSG00000036822.6
12778,Smim27,ENSMUSG00000028407.4
12779,Ndufb6,ENSMUSG00000071014.10
12780,Tmem215,ENSMUSG00000046593.3
12781,Aptx,ENSMUSG00000028411.15
12782,Dnaja1,ENSMUSG00000028410.13
12783,Smu1,ENSMUSG00000028409.11
12784,B4galt1,ENSMUSG00000028413.13
12785,Spink4,ENSMUSG00000028415.4
12786,Bag1,ENSMUSG00000028416.12
12787,Chmp5,ENSMUSG00000028419.5
12788,Nfx1,ENSMUSG00000028423.15
12789,Aqp7,ENSMUSG00000028427.13
12790,Aqp3,ENSMUSG00000028435.8
12791,Nol6,ENSMUSG00000028430.14
12792,Ube2r2,ENSMUSG00000036241.3
12793,Ubap2,ENSMUSG00000028433.14
12794,Dcaf12,ENSMUSG00000028436.8
12795,Ubap1,ENSMUSG00000028437.14
12796,Kif24,ENSMUSG00000028438.16
12797,Nudt2,ENSMUSG00000028443.6
12798,Myorg,ENSMUSG00000046312.4
12799,1110017D15Rik,ENSMUSG00000028441.12
12800,Fam219aos,ENSMUSG00000036162.3
12801,Fam219a,ENSMUSG00000028439.14
12802,Dnaic1,ENSMUSG00000061322.15
12803,Enho,ENSMUSG00000028445.7
12804,Gm12406,ENSMUSG00000084761.1
12805,Gm12405,ENSMUSG00000087054.1
12806,Cntfr,ENSMUSG00000028444.17
12807,Il11ra1,ENSMUSG00000073889.10
12808,Rpp25l,ENSMUSG00000036114.3
12809,Dctn3,ENSMUSG00000028447.11
12810,Arid3c,ENSMUSG00000066224.14
12811,Sigmar1,ENSMUSG00000036078.16
12812,Galt,ENSMUSG00000036073.17
12813,Ccl27a,ENSMUSG00000073888.13
12814,Gm13307,ENSMUSG00000085730.7
12815,Gm20878,ENSMUSG00000078747.9
12816,Gm3892,ENSMUSG00000095348.1
12817,Gm13306,ENSMUSG00000073877.10
12818,Gm17167,ENSMUSG00000091542.1
12819,4930578G10Rik,ENSMUSG00000054885.11
12820,Ccl19,ENSMUSG00000071005.7
12821,Gm12394,ENSMUSG00000078722.2
12822,Fam205c,ENSMUSG00000050141.13
12823,Phf24,ENSMUSG00000036062.13
12824,Dnajb5,ENSMUSG00000036052.14
12825,1700022I11Rik,ENSMUSG00000028451.12
12826,Vcp,ENSMUSG00000028452.7
12827,Fancg,ENSMUSG00000028453.10
12828,Pigo,ENSMUSG00000028454.16
12829,Stoml2,ENSMUSG00000028455.15
12830,Fam214b,ENSMUSG00000036002.12
12831,Gm26881,ENSMUSG00000096974.2
12832,Unc13b,ENSMUSG00000028456.18
12833,Atp8b5,ENSMUSG00000028457.18
12834,Rusc2,ENSMUSG00000035969.15
12835,Fam166b,ENSMUSG00000042788.12
12836,Tesk1,ENSMUSG00000028458.12
12837,Cd72,ENSMUSG00000028459.11
12838,Rmrp,ENSMUSG00000115420.1
12839,Ccdc107,ENSMUSG00000028461.12
12840,Arhgef39,ENSMUSG00000051517.14
12841,Car9,ENSMUSG00000028463.14
12842,Tpm2,ENSMUSG00000028464.16
12843,Tln1,ENSMUSG00000028465.16
12844,Creb3,ENSMUSG00000028466.15
12845,Gba2,ENSMUSG00000028467.15
12846,Rgp1,ENSMUSG00000028468.15
12847,Gm12472,ENSMUSG00000085351.1
12848,Gm12473,ENSMUSG00000086043.1
12849,Npr2,ENSMUSG00000028469.15
12850,Spag8,ENSMUSG00000066196.11
12851,Hint2,ENSMUSG00000028470.10
12852,Fam221b,ENSMUSG00000043633.6
12853,Tmem8b,ENSMUSG00000078716.10
12854,Olfr70,ENSMUSG00000050215.6
12855,Olfr71,ENSMUSG00000046450.3
12856,Hrct1,ENSMUSG00000071001.4
12857,Spaar,ENSMUSG00000028475.9
12858,Olfr157,ENSMUSG00000111611.1
12859,Reck,ENSMUSG00000028476.13
12860,Glipr2,ENSMUSG00000028480.14
12861,Clta,ENSMUSG00000028478.18
12862,Gne,ENSMUSG00000028479.18
12863,Gm12503,ENSMUSG00000087326.1
12864,Rnf38,ENSMUSG00000035696.15
12865,Melk,ENSMUSG00000035683.13
12866,Pax5,ENSMUSG00000014030.15
12867,Zcchc7,ENSMUSG00000035649.17
12868,Gm12679,ENSMUSG00000086205.1
12869,Grhpr,ENSMUSG00000035637.14
12870,Zbtb5,ENSMUSG00000049657.9
12871,1700055D18Rik,ENSMUSG00000070997.4
12872,Polr1e,ENSMUSG00000028318.14
12873,Fbxo10,ENSMUSG00000048232.12
12874,Tomm5,ENSMUSG00000078713.8
12875,Frmpd1,ENSMUSG00000035615.12
12876,Frmpd1os,ENSMUSG00000086284.1
12877,Trmt10b,ENSMUSG00000035601.9
12878,Exosc3,ENSMUSG00000028322.11
12879,Dcaf10,ENSMUSG00000035572.16
12880,Slc25a51,ENSMUSG00000045973.18
12881,Shb,ENSMUSG00000044813.15
12882,Gm12409,ENSMUSG00000085876.1
12883,Aldh1b1,ENSMUSG00000035561.5
12884,Igfbpl1,ENSMUSG00000035551.6
12885,Stra6l,ENSMUSG00000028327.14
12886,Ccdc180,ENSMUSG00000035539.13
12887,Tdrd7,ENSMUSG00000035517.17
12888,Tmod1,ENSMUSG00000028328.13
12889,Tstd2,ENSMUSG00000035495.15
12890,Ncbp1,ENSMUSG00000028330.8
12891,Xpa,ENSMUSG00000028329.13
12892,Trmo,ENSMUSG00000028331.12
12893,Anp32b,ENSMUSG00000028333.10
12894,Nans,ENSMUSG00000028334.10
12895,Trim14,ENSMUSG00000039853.18
12896,Coro2a,ENSMUSG00000028337.14
12897,Tbc1d2,ENSMUSG00000039813.14
12898,Gabbr2,ENSMUSG00000039809.10
12899,Gm568,ENSMUSG00000048824.7
12900,Anks6,ENSMUSG00000066191.12
12901,Galnt12,ENSMUSG00000039774.12
12902,Col15a1,ENSMUSG00000028339.17
12903,Tgfbr1,ENSMUSG00000007613.15
12904,Alg2,ENSMUSG00000039740.6
12905,Sec61b,ENSMUSG00000053317.11
12906,Gm12434,ENSMUSG00000085660.1
12907,Nr4a3,ENSMUSG00000028341.9
12908,Stx17,ENSMUSG00000061455.13
12909,Erp44,ENSMUSG00000028343.10
12910,Invs,ENSMUSG00000028344.12
12911,Tex10,ENSMUSG00000028345.15
12912,Msantd3,ENSMUSG00000039693.11
12913,Tmeff1,ENSMUSG00000028347.14
12914,Cavin4,ENSMUSG00000028348.7
12915,Plppr1,ENSMUSG00000063446.4
12916,Acnat1,ENSMUSG00000070985.3
12917,Baat,ENSMUSG00000039653.9
12918,Mrpl50,ENSMUSG00000044018.3
12919,Zfp189,ENSMUSG00000039634.12
12920,Aldob,ENSMUSG00000028307.9
12921,Tmem246,ENSMUSG00000039611.2
12922,Rnf20,ENSMUSG00000028309.14
12923,Grin3a,ENSMUSG00000039579.15
12924,Ppp3r2,ENSMUSG00000028310.2
12925,Smc2os,ENSMUSG00000085763.1
12926,Smc2,ENSMUSG00000028312.19
12927,Toporsl,ENSMUSG00000028314.6
12928,Nipsnap3a,ENSMUSG00000015242.14
12929,Nipsnap3b,ENSMUSG00000015247.10
12930,Abca1,ENSMUSG00000015243.4
12931,4930412L05Rik,ENSMUSG00000087192.7
12932,AI427809,ENSMUSG00000086712.2
12933,Slc44a1,ENSMUSG00000028412.17
12934,Fsd1l,ENSMUSG00000054752.16
12935,Fktn,ENSMUSG00000028414.17
12936,Tal2,ENSMUSG00000028417.3
